ID,Age,Family,ZIP Code,First Name,Last Name
4168.0,48.0,4.0,94025.0,Florence,England
2132.0,,-1.0,,Jennifer,
4414.0,29.0,4.0,91775.0,Will,Querta
4612.0,34.0,2.0,93940.0,Crystal,Panetta
1471.0,58.0,2.0,91116.0,Arlene,Jankowski
473.0,43.0,4.0,90007.0,Kris,Zambrana
651.0,47.0,1.0,90037.0,Carol,Bryant
3075.0,39.0,1.0,95039.0,Johnny,Lorensen
1396.0,47.0,4.0,92831.0,Chris,Bird
2709.0,49.0,1.0,95670.0,Rebekah,Dugas
3897.0,48.0,2.0,93940.0,Jo,Holland
49.0,56.0,2.0,95747.0,Scott,Perreault
1550.0,57.0,3.0,94305.0,Andrew,Link
1090.0,53.0,4.0,92103.0,Wanda,Rodriguez
3452.0,54.0,1.0,92182.0,Mathew,Duncan
2652.0,43.0,1.0,94025.0,Romana,Borsellino
1670.0,43.0,2.0,95037.0,Robert,Clay
1623.0,39.0,2.0,94611.0,John,Hennessey
3157.0,54.0,1.0,92647.0,Allen,Wilkes
92.0,35.0,4.0,94105.0,Angela,Barron
4626.0,45.0,4.0,92037.0,Merlene,Mann
3390.0,27.0,3.0,92182.0,Carry,Grady
945.0,41.0,4.0,90503.0,Bobby,Bashore
,,,90245.0,Joseph,Krob
1950.0,58.0,1.0,90504.0,Irene,Mcfadden
4246.0,44.0,1.0,90630.0,Ida,Baskin
2678.0,32.0,3.0,91423.0,Esther,Bean
,-28.0,-3.0,,Edmund,
2619.0,,-2.0,,Lisa,Anderson
1273.0,64.0,3.0,95616.0,John,Northey
680.0,,,92093.0,Santos,
2062.0,63.0,4.0,93950.0,Charlotte,Volkert
2982.0,53.0,1.0,92037.0,Maxine,Fitzpatrick
2884.0,40.0,4.0,90024.0,Iva,Weddle
2130.0,-12.0,-4.0,,Lori,Thomas
2361.0,-6.0,-2.0,93302.0,Leo,Adomaitis
1354.0,-22.0,-1.0,94124.0,Justin,Rutledge
978.0,54.0,4.0,95134.0,John,Sibley
894.0,58.0,3.0,93943.0,Amy,Clapp
62.0,47.0,1.0,93407.0,Flora,Mathews
4319.0,-46.0,,92374.0,Amy,Louis
4520.0,45.0,4.0,92399.0,Jean,Little
1921.0,54.0,2.0,92130.0,Melissa,Clark
4111.0,66.0,3.0,95617.0,Barbara,Pence
1007.0,63.0,1.0,91103.0,Warren,Charity
78.0,46.0,3.0,92220.0,Reynaldo,Peck
3656.0,48.0,1.0,90086.0,Marcus,Levy
2617.0,56.0,2.0,92182.0,Tosha,Roussell
2060.0,,-5.0,92121.0,Juanita,Williams
3022.0,54.0,2.0,90245.0,Lois,Parrish
1261.0,57.0,3.0,91107.0,Harold,Ingles
107.0,43.0,4.0,92717.0,Sonia,Ainslie
4006.0,56.0,2.0,95827.0,James,Jones
926.0,,-5.0,94720.0,Pamela,Orndorff
295.0,35.0,1.0,94536.0,Robert,Boyd
1750.0,46.0,2.0,95814.0,Rebecca,Ehrlich
1305.0,-12.0,-2.0,90025.0,Jason,Johnson
1398.0,65.0,3.0,95521.0,Shirley,Modesto
4339.0,-19.0,-3.0,92121.0,Cecelia,Barreto
3089.0,56.0,1.0,94720.0,Thomas,Hrabal
1663.0,63.0,4.0,94607.0,Allen,Gaither
1457.0,36.0,4.0,90095.0,Gail,Perry
1855.0,,-2.0,95403.0,Richard,
2150.0,48.0,1.0,95039.0,Gary,Carter
3545.0,-23.0,-4.0,,Charles,Middleton
,,-2.0,,Jennifer,Tourville
2837.0,25.0,4.0,94085.0,Michael,Richardson
2520.0,60.0,2.0,92121.0,Debra,Biancardi
4336.0,36.0,2.0,94542.0,Guadalupe,Win
1813.0,-36.0,-3.0,95054.0,,Berry
1600.0,50.0,1.0,93305.0,Rosalva,Meeks
1903.0,39.0,3.0,94005.0,Judith,Romero
1724.0,39.0,1.0,95821.0,Kevin,Nelson
1507.0,52.0,2.0,95138.0,William,Ogle
1678.0,-50.0,-4.0,92173.0,,Sims
3004.0,52.0,3.0,90747.0,Sonya,Reynolds
2397.0,,-3.0,,Elsie,
226.0,39.0,1.0,94720.0,Linda,Chapa
2223.0,45.0,1.0,95008.0,William,Jaegers
3866.0,-50.0,-1.0,93105.0,Kevin,Willis
1227.0,60.0,2.0,90089.0,Daria,Moody
2345.0,65.0,3.0,94608.0,Douglas,Freeman
1521.0,54.0,1.0,95039.0,Clarence,Sarro
3463.0,58.0,2.0,94608.0,Justina,Patterson
4055.0,-49.0,-3.0,94116.0,,Albro
,,-5.0,92373.0,Della,Kramarczyk
205.0,56.0,2.0,96150.0,Shawn,Cline
1427.0,,-1.0,96651.0,,Jones
259.0,35.0,4.0,95747.0,Celia,Vara
3249.0,31.0,2.0,92037.0,Wendy,Santana
3408.0,58.0,4.0,90405.0,Joann,Nolan
1420.0,30.0,1.0,91105.0,Howard,Davis
2778.0,-24.0,-2.0,94122.0,Michelle,Bevens
1115.0,32.0,1.0,95827.0,William,Nielson
4397.0,30.0,4.0,95014.0,William,Jones
4974.0,31.0,4.0,95045.0,Taylor,Hanson
1922.0,45.0,1.0,95621.0,Gina,Wilson
,-47.0,-1.0,92697.0,Jose,Tomlinson
2405.0,41.0,1.0,95010.0,Diana,Jarvis
4845.0,31.0,2.0,90840.0,Angela,Sutton
559.0,30.0,4.0,95064.0,Dorothy,Harper
314.0,-6.0,,93720.0,Crystal,Chevalier
1103.0,-17.0,-1.0,95023.0,Susan,Flanagan
3337.0,60.0,4.0,94305.0,Scott,Head
4097.0,38.0,3.0,90740.0,Trisha,Manley
3319.0,46.0,4.0,90089.0,Rachel,Clayton
3167.0,29.0,1.0,90028.0,Jesse,Graf
4908.0,34.0,3.0,94080.0,Jeffrey,Wheeler
325.0,56.0,4.0,90089.0,Alaina,Fritz
4274.0,44.0,2.0,95812.0,Molly,Miller
4218.0,45.0,1.0,95051.0,Jennifer,Richardson
625.0,-49.0,,92821.0,Clyde,Lheureux
3007.0,62.0,3.0,95014.0,Martin,Ruiz
463.0,29.0,3.0,91423.0,Ethel,Mcclish
721.0,58.0,1.0,94025.0,Geraldine,Scott
4007.0,56.0,1.0,92130.0,Matthew,Fye
2639.0,28.0,1.0,94025.0,Kristin,Bryant
3860.0,50.0,1.0,90245.0,Jeffery,Bowers
,-2.0,,90266.0,Terri,Bowen
2084.0,31.0,1.0,94025.0,Charles,Roeder
506.0,36.0,3.0,94305.0,Alicia,White
872.0,54.0,4.0,96091.0,Deandre,Crowell
2828.0,37.0,4.0,90266.0,Heather,Mallat
3000.0,-43.0,-3.0,,Ginger,Haag
80.0,-29.0,-3.0,94720.0,Rafael,Ortega
3269.0,43.0,4.0,91423.0,Tomas,Graham
4283.0,,-1.0,92093.0,,Benally
3575.0,56.0,3.0,95123.0,Judith,Hernandez
1019.0,39.0,2.0,90018.0,Charla,Hales
1499.0,49.0,1.0,94022.0,James,Parsons
120.0,,-2.0,94304.0,,Moran
827.0,-42.0,-2.0,93555.0,Paula,Chandler
207.0,49.0,1.0,91355.0,David,Hanson
3083.0,39.0,3.0,92122.0,Johnny,Snell
3894.0,-39.0,-4.0,92521.0,Cynthia,Swaim
4574.0,46.0,2.0,95616.0,George,Bushey
2544.0,64.0,4.0,94117.0,Ann,Brown
2923.0,52.0,1.0,90011.0,Tabatha,Cuff
2131.0,,-5.0,94607.0,,Phillips
1074.0,33.0,1.0,94583.0,Donald,Stevenson
,-40.0,-3.0,90035.0,,Holden
,-25.0,-1.0,,Tasha,
3070.0,47.0,1.0,91320.0,Rachel,Oldroyd
4778.0,32.0,4.0,94534.0,Kathryn,Kilburn
2570.0,35.0,1.0,90024.0,Stephen,Lutz
348.0,25.0,2.0,94305.0,Judith,Matthews
2430.0,33.0,4.0,95616.0,Lauren,Sledge
4618.0,38.0,3.0,95521.0,Dorothy,Diaz
1138.0,-14.0,-2.0,90230.0,Marcus,
,-17.0,,,Cecilia,Davis
3091.0,61.0,1.0,91109.0,John,Pena
3307.0,-16.0,-1.0,90840.0,,Krueger
2848.0,44.0,1.0,90840.0,Gregory,Fallon
4236.0,27.0,2.0,92173.0,Dennis,Smith
1661.0,37.0,3.0,95747.0,Elizabeth,Lewis
1410.0,,-5.0,90745.0,Sharon,Baca
3770.0,29.0,2.0,90095.0,Wayne,Hanson
4893.0,43.0,1.0,94112.0,Joaquin,Colanero
3760.0,31.0,4.0,92093.0,Dwayne,Barker
3708.0,43.0,1.0,92647.0,Adriana,Pham
,-6.0,-4.0,,Shirley,Austin
2829.0,35.0,3.0,94306.0,Darrell,Eurich
,,,90740.0,Bill,
2967.0,32.0,3.0,91320.0,Lester,Harper
4359.0,35.0,4.0,92672.0,Clarence,Rettig
3650.0,53.0,3.0,92691.0,Richard,Ellis
3840.0,31.0,2.0,93010.0,Julie,Gabriel
4085.0,60.0,1.0,94124.0,Doris,Cruz
3118.0,42.0,3.0,92614.0,Maria,Daniel
874.0,24.0,3.0,90740.0,Felisha,Hammond
3474.0,,-1.0,,Lula,
4148.0,59.0,2.0,96008.0,Cathleen,Herrington
2757.0,27.0,4.0,91301.0,Helen,Nichols
3809.0,34.0,2.0,90089.0,Kenneth,Buckner
745.0,45.0,2.0,94720.0,Clifford,Fabian
416.0,35.0,4.0,93106.0,Lisa,Cha
712.0,62.0,3.0,91754.0,Anna,Gage
986.0,46.0,1.0,92120.0,Casandra,Philip
3246.0,47.0,4.0,90009.0,John,Redding
1086.0,51.0,2.0,92612.0,Jennifer,Heath
,-33.0,-1.0,94720.0,,
742.0,61.0,1.0,94590.0,Joe,Collum
3644.0,-9.0,-3.0,92606.0,Thelma,
608.0,,-4.0,95014.0,Pamela,Roy
641.0,43.0,1.0,94960.0,Xuan,Lerud
560.0,49.0,4.0,95818.0,Karina,Brooks
1263.0,26.0,2.0,94720.0,Randall,Johnson
75.0,28.0,2.0,94611.0,Veronica,Fisher
472.0,50.0,4.0,91768.0,Brittany,Chien
1339.0,51.0,4.0,90245.0,Kimberlee,Miyata
1380.0,62.0,1.0,95051.0,Kelly,Brandon
,-40.0,-3.0,94109.0,Josie,Doty
820.0,-4.0,,,Edna,
,-5.0,-4.0,92373.0,Henry,Hanley
2686.0,28.0,4.0,90280.0,Mary,Alvez
2554.0,39.0,2.0,93907.0,Mary,Schafer
2260.0,,-3.0,90401.0,Kathryn,Shireman
3479.0,31.0,1.0,95747.0,Julio,Durham
4551.0,65.0,1.0,95621.0,Justin,Himmons
3878.0,29.0,1.0,93105.0,Edward,Nixon
4939.0,,-2.0,,Tyrone,Rodriguez
1746.0,-45.0,-2.0,90065.0,,Dunkin
1897.0,32.0,1.0,94304.0,James,Chester
3680.0,49.0,2.0,90095.0,Adam,Stone
4848.0,37.0,2.0,94143.0,Benjamin,Perez
2799.0,-44.0,-1.0,94720.0,Velma,Elliott
1450.0,-31.0,-1.0,,,Stiles
3042.0,29.0,2.0,95006.0,Lance,Saenz
4869.0,-28.0,-5.0,94063.0,Allen,
112.0,62.0,4.0,94143.0,Doris,Gonzales
4467.0,34.0,3.0,90071.0,Rachel,Johnson
1221.0,41.0,2.0,94143.0,John,Mcmahon
3066.0,39.0,1.0,92354.0,Richard,Birmingham
1833.0,54.0,4.0,91330.0,Jeffrey,Gilbert
364.0,-29.0,-3.0,92691.0,Cynthia,Gallegos
1389.0,52.0,4.0,90212.0,Celia,Deshaw
1755.0,50.0,4.0,95616.0,David,Kimura
2034.0,49.0,1.0,92126.0,Kay,Graham
1731.0,-33.0,-2.0,94402.0,Jeffery,Devane
2993.0,46.0,1.0,92104.0,Troy,Evenson
,-47.0,-1.0,94720.0,Angelita,Hoover
3932.0,,-1.0,95003.0,,Sanchez
815.0,33.0,2.0,93943.0,Deanne,Salter
4417.0,49.0,1.0,94720.0,Kathy,Sheppard
,,-1.0,,,Herandez
3053.0,54.0,2.0,94720.0,Carol,Bealer
591.0,29.0,4.0,94612.0,Carmella,Johnson
1387.0,27.0,4.0,95616.0,Nicholas,Jones
1585.0,46.0,4.0,93401.0,Cheryl,Coe
6.0,,,,Terry,Lewis
3243.0,38.0,1.0,92096.0,Robert,Drake
2822.0,-49.0,,94143.0,,Coleman
1203.0,-18.0,-3.0,95521.0,Calvin,
1683.0,51.0,2.0,92182.0,Jennifer,Mirr
2773.0,55.0,4.0,92646.0,Amy,Lindon
721.0,-1.0,-4.0,94025.0,Geraldine,Scott
3443.0,43.0,1.0,93940.0,Benny,Griggs
1830.0,59.0,3.0,95630.0,Richard,Fanning
1144.0,,-4.0,,,Wordsworth
751.0,29.0,2.0,93106.0,Nick,Randall
1655.0,60.0,2.0,94305.0,Diane,Knight
3981.0,,,,,Middleton
,-36.0,-2.0,94112.0,Sandra,Rasmussen
663.0,65.0,3.0,93561.0,Aaron,Podbielski
,,,93033.0,Amy,Fulker
47.0,39.0,3.0,95014.0,Guillermo,Stewart
133.0,31.0,2.0,90840.0,Joyce,Johnson
678.0,46.0,2.0,92780.0,Paul,Henschel
4080.0,65.0,3.0,90036.0,Sandra,Wilson
567.0,,-3.0,95060.0,Miquel,Hunter
4681.0,46.0,2.0,90245.0,Helen,Brunson
1326.0,50.0,1.0,94304.0,Anthony,Caraballo
375.0,-33.0,-1.0,91941.0,Margaret,Basich
1140.0,55.0,3.0,95616.0,Ricky,Lopez
3692.0,37.0,2.0,95211.0,Antony,Blankenship
534.0,27.0,1.0,92807.0,Wanda,Streets
4748.0,49.0,4.0,94704.0,Marjorie,Abrams
2571.0,30.0,2.0,95621.0,Alfred,Henry
346.0,51.0,4.0,92192.0,James,Martucci
2611.0,-16.0,,94501.0,Guadalupe,
1027.0,28.0,3.0,95616.0,Charles,Mathis
3086.0,55.0,3.0,91311.0,Raymond,Driskell
,,-4.0,92007.0,Gregory,Trotter
1010.0,-42.0,-4.0,91330.0,Edward,Mojica
3466.0,65.0,1.0,95616.0,Marc,Hebert
,-38.0,-4.0,91360.0,Carmelo,
1156.0,41.0,2.0,92653.0,Catherine,Parenti
4271.0,45.0,3.0,93117.0,Mary,Robertson
1843.0,53.0,1.0,95051.0,Martin,Willingham
,-4.0,-1.0,91311.0,,Wong
4897.0,40.0,2.0,94304.0,Ruth,Lyons
1290.0,,-5.0,94523.0,David,Leger
1748.0,,,90717.0,,Harris
1063.0,-8.0,-1.0,92220.0,,
3169.0,-45.0,,94701.0,David,Halliday
4335.0,55.0,1.0,92130.0,Thomas,Jones
491.0,34.0,2.0,94303.0,Patricia,Nuno
3692.0,-2.0,-4.0,95211.0,Antony,Blankenship
4342.0,28.0,2.0,94305.0,Charles,Wyatt
334.0,63.0,1.0,92407.0,Gregory,Johnson
1545.0,-26.0,-5.0,,Zachary,Cover
1481.0,67.0,1.0,93943.0,Bonnie,Saavedra
182.0,-33.0,-1.0,93524.0,,
243.0,41.0,1.0,94005.0,Dana,Magee
,,-5.0,,Kathrine,
4838.0,36.0,2.0,95348.0,Ronald,Beauchamp
1445.0,60.0,1.0,90740.0,Daniel,Dagel
350.0,26.0,2.0,93407.0,Norman,Owen
2477.0,54.0,4.0,95616.0,Michael,Greenwell
1610.0,-49.0,-5.0,,Antonia,
2572.0,34.0,2.0,91768.0,Linda,Smith
402.0,29.0,4.0,95747.0,Harry,Farnsworth
3488.0,29.0,4.0,91711.0,Lee,Stallsworth
1411.0,60.0,4.0,92126.0,Stanley,Bradbury
2642.0,29.0,1.0,90095.0,Lauren,Pope
3494.0,54.0,2.0,94710.0,Marjorie,Dillion
3184.0,-25.0,-1.0,94542.0,,
2528.0,-5.0,-1.0,95120.0,Robert,
2748.0,38.0,2.0,91765.0,Diana,Dowdy
4029.0,46.0,4.0,94117.0,Joan,Brice
1784.0,53.0,1.0,94720.0,Teresa,Seip
557.0,-41.0,,93105.0,,Jun
835.0,,,,,Goodson
,,-3.0,93657.0,Kenneth,
3752.0,26.0,4.0,94591.0,Dana,Barry
290.0,42.0,3.0,92121.0,Margaret,Orellana
218.0,39.0,3.0,94305.0,Kenneth,Plaza
223.0,26.0,3.0,94306.0,Doris,Fitzgerald
714.0,-34.0,-4.0,92009.0,Lois,Duenas
1679.0,56.0,2.0,94035.0,Richard,Gregg
3876.0,-21.0,,95351.0,Eileen,
3132.0,-17.0,-1.0,94025.0,Wilma,
1344.0,41.0,2.0,92831.0,Alisha,Johnson
1030.0,41.0,1.0,94720.0,James,Hoppe
3525.0,58.0,4.0,94583.0,Richard,Hafner
3115.0,29.0,4.0,90024.0,Virginia,Brown
4861.0,51.0,3.0,93106.0,Tommy,Brown
72.0,53.0,4.0,93907.0,Fred,Mccreery
2004.0,-3.0,-4.0,,Florence,
4408.0,37.0,2.0,90755.0,Brenda,Delagarza
4777.0,-37.0,,,Bobby,Inverso
4028.0,46.0,4.0,93727.0,David,Caswell
1049.0,62.0,3.0,95747.0,Andrew,Ford
526.0,64.0,2.0,94024.0,Luanne,Santos
,-14.0,-3.0,91706.0,Tammi,
442.0,52.0,1.0,93555.0,Lauren,Nenno
148.0,50.0,4.0,94542.0,Beth,Branch
1182.0,25.0,4.0,90095.0,Jose,Sharp
1571.0,41.0,4.0,94705.0,Patricia,Crowner
2581.0,-41.0,,92624.0,,Parrigan
3094.0,,,90717.0,,Reed
3722.0,32.0,4.0,91040.0,Bryant,Long
2688.0,52.0,1.0,93561.0,Rosio,Fowler
3875.0,36.0,2.0,94709.0,Tony,Longbrake
400.0,28.0,4.0,90024.0,Victor,Barjas
3057.0,54.0,4.0,94301.0,Sarah,Bowling
4054.0,35.0,2.0,94720.0,George,Murray
3083.0,39.0,3.0,92122.0,Johnny,Snell
4771.0,35.0,4.0,90095.0,Marilu,Turner
3534.0,57.0,4.0,94545.0,Michael,Goldfarb
4488.0,38.0,1.0,94583.0,Jean,Mendenhall
647.0,58.0,4.0,90033.0,Joshua,Campbell
3363.0,30.0,2.0,90277.0,Ana,Ortiz
4723.0,40.0,1.0,92807.0,Justina,Cascio
1536.0,61.0,4.0,92096.0,Stan,Johnson
3191.0,-31.0,-5.0,91335.0,Theodore,Moody
3159.0,54.0,2.0,90095.0,Matthew,Finley
2016.0,30.0,1.0,95747.0,Lisa,Born
2101.0,31.0,1.0,93940.0,Molly,Stuckey
4246.0,,,,Ida,Baskin
2465.0,60.0,3.0,92407.0,Christopher,Thomas
4899.0,52.0,1.0,94143.0,Joseph,Bowers
4509.0,-45.0,-4.0,94117.0,Cecilia,
3283.0,45.0,1.0,95054.0,Barbara,Vinci
4817.0,50.0,3.0,92333.0,Michael,Yerkey
3239.0,-27.0,-2.0,94928.0,Evia,Jordan
4084.0,46.0,3.0,94302.0,Nicholas,Hyde
1584.0,61.0,4.0,92028.0,Stacy,Adams
3450.0,57.0,3.0,90095.0,Charles,Thomas
3539.0,26.0,1.0,93561.0,Chris,Flanagan
4992.0,51.0,1.0,91330.0,Benjamin,Sparaco
2505.0,-4.0,-3.0,91380.0,Josephine,Robinson
920.0,-27.0,,,,
2264.0,-1.0,-4.0,92868.0,Sylvester,Kallas
,-33.0,-2.0,,William,
2880.0,42.0,3.0,94545.0,Christine,Marczak
4361.0,-38.0,-4.0,90024.0,,
2751.0,57.0,1.0,94501.0,Brenda,Gautreau
1850.0,50.0,1.0,90630.0,Teresa,Hartmann
,-14.0,-5.0,92122.0,Mark,
1685.0,-22.0,-3.0,,Peter,Villanueva
1890.0,56.0,4.0,93106.0,Josephine,Mcconnell
2208.0,-26.0,,90245.0,Monica,Edwards
133.0,,,90840.0,,Johnson
3799.0,55.0,3.0,93943.0,Ralph,Redman
3855.0,31.0,4.0,94720.0,Angelita,Hoover
1362.0,50.0,4.0,95039.0,William,Sauer
418.0,53.0,4.0,90073.0,Amy,Rockwell
3257.0,34.0,1.0,94305.0,Tina,Domino
1486.0,34.0,4.0,90245.0,Darrell,Villalobos
,-33.0,,90503.0,Bobby,
2210.0,-8.0,,94080.0,Jeffrey,
4152.0,44.0,3.0,95841.0,Matthew,Smith
611.0,52.0,3.0,94132.0,Walter,Mitchell
2179.0,37.0,2.0,93943.0,Timothy,Martir
467.0,-1.0,-1.0,91342.0,Christopher,Shover
3714.0,46.0,3.0,90064.0,Margaret,Llewellyn
1761.0,-36.0,,94309.0,,Handley
4198.0,51.0,2.0,90840.0,Jacob,Albert
903.0,57.0,2.0,95054.0,Harvey,Henry
554.0,52.0,2.0,91330.0,Cristina,Starke
2142.0,,-2.0,92109.0,Daniel,Braden
671.0,23.0,4.0,92374.0,Carl,Morel
2479.0,30.0,2.0,94063.0,Reba,Drake
4364.0,30.0,4.0,93711.0,Anne,Robinson
443.0,58.0,1.0,95136.0,Sarah,Wordsworth
2834.0,46.0,2.0,90009.0,Gayle,Kurth
150.0,48.0,3.0,93955.0,Donald,Lagrimas
437.0,61.0,3.0,92122.0,Kathleen,Mcneill
134.0,30.0,3.0,90245.0,Bill,Hastings
3992.0,64.0,1.0,94571.0,Linda,Hernandez
476.0,43.0,3.0,92008.0,Jodi,Sanchez
4180.0,29.0,1.0,94122.0,Jared,Williams
2892.0,59.0,1.0,90044.0,Michelle,Kocher
2503.0,-8.0,,92009.0,Pam,Fitzhugh
542.0,-44.0,-2.0,95014.0,Robert,
,-23.0,,94025.0,Tamra,Henderson
4511.0,64.0,3.0,93109.0,Bradley,Mcdaniel
3241.0,62.0,1.0,93407.0,John,Bouton
153.0,57.0,1.0,93117.0,David,Burton
4339.0,54.0,2.0,92121.0,Cecelia,Barreto
,-3.0,,,Lazaro,
1157.0,49.0,4.0,94305.0,Retha,Hayne
3785.0,30.0,4.0,94611.0,Craig,Prince
1774.0,-23.0,-4.0,92037.0,David,
,-16.0,-1.0,,Tommie,Brow
843.0,34.0,3.0,92101.0,Theo,King
3975.0,46.0,1.0,94305.0,Louise,Mclemore
,,-2.0,,Kelly,Pettway
3880.0,28.0,3.0,95136.0,Rebecca,Vanduyne
1306.0,32.0,2.0,94025.0,Carey,Cross
2840.0,58.0,2.0,90034.0,Lois,Hansen
996.0,28.0,2.0,94305.0,Jimmie,Telleria
3330.0,35.0,1.0,94123.0,Lily,Diamond
,-8.0,-5.0,92717.0,,Mata
,-17.0,-2.0,92717.0,Margot,Todd
2942.0,60.0,1.0,92606.0,Darlene,Sampson
2802.0,58.0,4.0,91016.0,Jamie,Lowry
,-48.0,-4.0,,Martha,Blankenship
4522.0,56.0,3.0,95123.0,Dorothy,Powers
