ID,Age,Family,ZIPCode,FirstName,LastName
2982.0,53.0,1.0,92037.0,Maxine,Fitzpatrick
2884.0,40.0,4.0,90024.0,Iva,Weddle
978.0,54.0,4.0,95134.0,John,Sibley
894.0,58.0,3.0,93943.0,Amy,Clapp
62.0,47.0,1.0,93407.0,Flora,Mathews
4520.0,45.0,4.0,92399.0,Jean,Little
1921.0,54.0,2.0,92130.0,Melissa,Clark
4111.0,66.0,3.0,95617.0,Barbara,Pence
1007.0,63.0,1.0,91103.0,Warren,Charity
78.0,46.0,3.0,92220.0,Reynaldo,Peck
3656.0,48.0,1.0,90086.0,Marcus,Levy
2617.0,56.0,2.0,92182.0,Tosha,Roussell
3022.0,54.0,2.0,90245.0,Lois,Parrish
1261.0,57.0,3.0,91107.0,Harold,Ingles
107.0,43.0,4.0,92717.0,Sonia,Ainslie
4006.0,56.0,2.0,95827.0,James,Jones
295.0,35.0,1.0,94536.0,Robert,Boyd
1750.0,46.0,2.0,95814.0,Rebecca,Ehrlich
1398.0,65.0,3.0,95521.0,Shirley,Modesto
3089.0,56.0,1.0,94720.0,Thomas,Hrabal
1663.0,63.0,4.0,94607.0,Allen,Gaither
1457.0,36.0,4.0,90095.0,Gail,Perry
2150.0,48.0,1.0,95039.0,Gary,Carter
2837.0,25.0,4.0,94085.0,Michael,Richardson
2520.0,60.0,2.0,92121.0,Debra,Biancardi
4336.0,36.0,2.0,94542.0,Guadalupe,Win
1600.0,50.0,1.0,93305.0,Rosalva,Meeks
1903.0,39.0,3.0,94005.0,Judith,Romero
1724.0,39.0,1.0,95821.0,Kevin,Nelson
1507.0,52.0,2.0,95138.0,William,Ogle
3004.0,52.0,3.0,90747.0,Sonya,Reynolds
226.0,39.0,1.0,94720.0,Linda,Chapa
2223.0,45.0,1.0,95008.0,William,Jaegers
1227.0,60.0,2.0,90089.0,Daria,Moody
2345.0,65.0,3.0,94608.0,Douglas,Freeman
1521.0,54.0,1.0,95039.0,Clarence,Sarro
3463.0,58.0,2.0,94608.0,Justina,Patterson
205.0,56.0,2.0,96150.0,Shawn,Cline
259.0,35.0,4.0,95747.0,Celia,Vara
3249.0,31.0,2.0,92037.0,Wendy,Santana
3408.0,58.0,4.0,90405.0,Joann,Nolan
1420.0,30.0,1.0,91105.0,Howard,Davis
1115.0,32.0,1.0,95827.0,William,Nielson
4397.0,30.0,4.0,95014.0,William,Jones
4974.0,31.0,4.0,95045.0,Taylor,Hanson
1922.0,45.0,1.0,95621.0,Gina,Wilson
2405.0,41.0,1.0,95010.0,Diana,Jarvis
4845.0,31.0,2.0,90840.0,Angela,Sutton
559.0,30.0,4.0,95064.0,Dorothy,Harper
3337.0,60.0,4.0,94305.0,Scott,Head
4097.0,38.0,3.0,90740.0,Trisha,Manley
3319.0,46.0,4.0,90089.0,Rachel,Clayton
3167.0,29.0,1.0,90028.0,Jesse,Graf
4908.0,34.0,3.0,94080.0,Jeffrey,Wheeler
325.0,56.0,4.0,90089.0,Alaina,Fritz
4274.0,44.0,2.0,95812.0,Molly,Miller
4218.0,45.0,1.0,95051.0,Jennifer,Richardson
3007.0,62.0,3.0,95014.0,Martin,Ruiz
463.0,29.0,3.0,91423.0,Ethel,Mcclish
721.0,58.0,1.0,94025.0,Geraldine,Scott
4007.0,56.0,1.0,92130.0,Matthew,Fye
2639.0,28.0,1.0,94025.0,Kristin,Bryant
3860.0,50.0,1.0,90245.0,Jeffery,Bowers
2084.0,31.0,1.0,94025.0,Charles,Roeder
506.0,36.0,3.0,94305.0,Alicia,White
872.0,54.0,4.0,96091.0,Deandre,Crowell
2828.0,37.0,4.0,90266.0,Heather,Mallat
3269.0,43.0,4.0,91423.0,Tomas,Graham
3575.0,56.0,3.0,95123.0,Judith,Hernandez
1019.0,39.0,2.0,90018.0,Charla,Hales
1499.0,49.0,1.0,94022.0,James,Parsons
207.0,49.0,1.0,91355.0,David,Hanson
3083.0,39.0,3.0,92122.0,Johnny,Snell
4574.0,46.0,2.0,95616.0,George,Bushey
2544.0,64.0,4.0,94117.0,Ann,Brown
2923.0,52.0,1.0,90011.0,Tabatha,Cuff
1074.0,33.0,1.0,94583.0,Donald,Stevenson
3070.0,47.0,1.0,91320.0,Rachel,Oldroyd
4778.0,32.0,4.0,94534.0,Kathryn,Kilburn
348.0,25.0,2.0,94305.0,Judith,Matthews
2430.0,33.0,4.0,95616.0,Lauren,Sledge
4618.0,38.0,3.0,95521.0,Dorothy,Diaz
3091.0,61.0,1.0,91109.0,John,Pena
2848.0,44.0,1.0,90840.0,Gregory,Fallon
4236.0,27.0,2.0,92173.0,Dennis,Smith
1661.0,37.0,3.0,95747.0,Elizabeth,Lewis
3770.0,29.0,2.0,90095.0,Wayne,Hanson
4893.0,43.0,1.0,94112.0,Joaquin,Colanero
3760.0,31.0,4.0,92093.0,Dwayne,Barker
3708.0,43.0,1.0,92647.0,Adriana,Pham
2829.0,35.0,3.0,94306.0,Darrell,Eurich
2967.0,32.0,3.0,91320.0,Lester,Harper
4359.0,35.0,4.0,92672.0,Clarence,Rettig
3650.0,53.0,3.0,92691.0,Richard,Ellis
3840.0,31.0,2.0,93010.0,Julie,Gabriel
4085.0,60.0,1.0,94124.0,Doris,Cruz
3118.0,42.0,3.0,92614.0,Maria,Daniel
874.0,24.0,3.0,90740.0,Felisha,Hammond
4148.0,59.0,2.0,96008.0,Cathleen,Herrington
2757.0,27.0,4.0,91301.0,Helen,Nichols
3809.0,34.0,2.0,90089.0,Kenneth,Buckner
745.0,45.0,2.0,94720.0,Clifford,Fabian
416.0,35.0,4.0,93106.0,Lisa,Cha
712.0,62.0,3.0,91754.0,Anna,Gage
986.0,46.0,1.0,92120.0,Casandra,Philip
3246.0,47.0,4.0,90009.0,John,Redding
1086.0,51.0,2.0,92612.0,Jennifer,Heath
742.0,61.0,1.0,94590.0,Joe,Collum
641.0,43.0,1.0,94960.0,Xuan,Lerud
560.0,49.0,4.0,95818.0,Karina,Brooks
1263.0,26.0,2.0,94720.0,Randall,Johnson
75.0,28.0,2.0,94611.0,Veronica,Fisher
472.0,50.0,4.0,91768.0,Brittany,Chien
1339.0,51.0,4.0,90245.0,Kimberlee,Miyata
1380.0,62.0,1.0,95051.0,Kelly,Brandon
2686.0,28.0,4.0,90280.0,Mary,Alvez
2554.0,39.0,2.0,93907.0,Mary,Schafer
3479.0,31.0,1.0,95747.0,Julio,Durham
4551.0,65.0,1.0,95621.0,Justin,Himmons
3878.0,29.0,1.0,93105.0,Edward,Nixon
1897.0,32.0,1.0,94304.0,James,Chester
3680.0,49.0,2.0,90095.0,Adam,Stone
4848.0,37.0,2.0,94143.0,Benjamin,Perez
3042.0,29.0,2.0,95006.0,Lance,Saenz
112.0,62.0,4.0,94143.0,Doris,Gonzales
4467.0,34.0,3.0,90071.0,Rachel,Johnson
1221.0,41.0,2.0,94143.0,John,Mcmahon
3066.0,39.0,1.0,92354.0,Richard,Birmingham
1833.0,54.0,4.0,91330.0,Jeffrey,Gilbert
1389.0,52.0,4.0,90212.0,Celia,Deshaw
1755.0,50.0,4.0,95616.0,David,Kimura
2034.0,49.0,1.0,92126.0,Kay,Graham
2993.0,46.0,1.0,92104.0,Troy,Evenson
815.0,33.0,2.0,93943.0,Deanne,Salter
4417.0,49.0,1.0,94720.0,Kathy,Sheppard
3053.0,54.0,2.0,94720.0,Carol,Bealer
591.0,29.0,4.0,94612.0,Carmella,Johnson
1387.0,27.0,4.0,95616.0,Nicholas,Jones
1585.0,46.0,4.0,93401.0,Cheryl,Coe
3243.0,38.0,1.0,92096.0,Robert,Drake
1683.0,51.0,2.0,92182.0,Jennifer,Mirr
2773.0,55.0,4.0,92646.0,Amy,Lindon
3443.0,43.0,1.0,93940.0,Benny,Griggs
1830.0,59.0,3.0,95630.0,Richard,Fanning
751.0,29.0,2.0,93106.0,Nick,Randall
1655.0,60.0,2.0,94305.0,Diane,Knight
663.0,65.0,3.0,93561.0,Aaron,Podbielski
47.0,39.0,3.0,95014.0,Guillermo,Stewart
133.0,31.0,2.0,90840.0,Joyce,Johnson
678.0,46.0,2.0,92780.0,Paul,Henschel
4080.0,65.0,3.0,90036.0,Sandra,Wilson
4681.0,46.0,2.0,90245.0,Helen,Brunson
1326.0,50.0,1.0,94304.0,Anthony,Caraballo
1140.0,55.0,3.0,95616.0,Ricky,Lopez
3692.0,37.0,2.0,95211.0,Antony,Blankenship
534.0,27.0,1.0,92807.0,Wanda,Streets
4748.0,49.0,4.0,94704.0,Marjorie,Abrams
2571.0,30.0,2.0,95621.0,Alfred,Henry
346.0,51.0,4.0,92192.0,James,Martucci
1027.0,28.0,3.0,95616.0,Charles,Mathis
3086.0,55.0,3.0,91311.0,Raymond,Driskell
3466.0,65.0,1.0,95616.0,Marc,Hebert
1156.0,41.0,2.0,92653.0,Catherine,Parenti
4271.0,45.0,3.0,93117.0,Mary,Robertson
1843.0,53.0,1.0,95051.0,Martin,Willingham
4897.0,40.0,2.0,94304.0,Ruth,Lyons
4335.0,55.0,1.0,92130.0,Thomas,Jones
491.0,34.0,2.0,94303.0,Patricia,Nuno
4342.0,28.0,2.0,94305.0,Charles,Wyatt
334.0,63.0,1.0,92407.0,Gregory,Johnson
1481.0,67.0,1.0,93943.0,Bonnie,Saavedra
243.0,41.0,1.0,94005.0,Dana,Magee
4838.0,36.0,2.0,95348.0,Ronald,Beauchamp
1445.0,60.0,1.0,90740.0,Daniel,Dagel
350.0,26.0,2.0,93407.0,Norman,Owen
2477.0,54.0,4.0,95616.0,Michael,Greenwell
2572.0,34.0,2.0,91768.0,Linda,Smith
402.0,29.0,4.0,95747.0,Harry,Farnsworth
3488.0,29.0,4.0,91711.0,Lee,Stallsworth
1411.0,60.0,4.0,92126.0,Stanley,Bradbury
2642.0,29.0,1.0,90095.0,Lauren,Pope
3494.0,54.0,2.0,94710.0,Marjorie,Dillion
2748.0,38.0,2.0,91765.0,Diana,Dowdy
4029.0,46.0,4.0,94117.0,Joan,Brice
1784.0,53.0,1.0,94720.0,Teresa,Seip
3752.0,26.0,4.0,94591.0,Dana,Barry
290.0,42.0,3.0,92121.0,Margaret,Orellana
218.0,39.0,3.0,94305.0,Kenneth,Plaza
223.0,26.0,3.0,94306.0,Doris,Fitzgerald
1679.0,56.0,2.0,94035.0,Richard,Gregg
1344.0,41.0,2.0,92831.0,Alisha,Johnson
1030.0,41.0,1.0,94720.0,James,Hoppe
3525.0,58.0,4.0,94583.0,Richard,Hafner
3115.0,29.0,4.0,90024.0,Virginia,Brown
4861.0,51.0,3.0,93106.0,Tommy,Brown
72.0,53.0,4.0,93907.0,Fred,Mccreery
4408.0,37.0,2.0,90755.0,Brenda,Delagarza
4028.0,46.0,4.0,93727.0,David,Caswell
1049.0,62.0,3.0,95747.0,Andrew,Ford
526.0,64.0,2.0,94024.0,Luanne,Santos
442.0,52.0,1.0,93555.0,Lauren,Nenno
148.0,50.0,4.0,94542.0,Beth,Branch
1182.0,25.0,4.0,90095.0,Jose,Sharp
1571.0,41.0,4.0,94705.0,Patricia,Crowner
3722.0,32.0,4.0,91040.0,Bryant,Long
2688.0,52.0,1.0,93561.0,Rosio,Fowler
3875.0,36.0,2.0,94709.0,Tony,Longbrake
400.0,28.0,4.0,90024.0,Victor,Barjas
3057.0,54.0,4.0,94301.0,Sarah,Bowling
4054.0,35.0,2.0,94720.0,George,Murray
4771.0,35.0,4.0,90095.0,Marilu,Turner
3534.0,57.0,4.0,94545.0,Michael,Goldfarb
4488.0,38.0,1.0,94583.0,Jean,Mendenhall
647.0,58.0,4.0,90033.0,Joshua,Campbell
3363.0,30.0,2.0,90277.0,Ana,Ortiz
4723.0,40.0,1.0,92807.0,Justina,Cascio
1536.0,61.0,4.0,92096.0,Stan,Johnson
3159.0,54.0,2.0,90095.0,Matthew,Finley
2016.0,30.0,1.0,95747.0,Lisa,Born
2101.0,31.0,1.0,93940.0,Molly,Stuckey
2465.0,60.0,3.0,92407.0,Christopher,Thomas
4899.0,52.0,1.0,94143.0,Joseph,Bowers
3283.0,45.0,1.0,95054.0,Barbara,Vinci
4817.0,50.0,3.0,92333.0,Michael,Yerkey
4084.0,46.0,3.0,94302.0,Nicholas,Hyde
1584.0,61.0,4.0,92028.0,Stacy,Adams
3450.0,57.0,3.0,90095.0,Charles,Thomas
3539.0,26.0,1.0,93561.0,Chris,Flanagan
4992.0,51.0,1.0,91330.0,Benjamin,Sparaco
2880.0,42.0,3.0,94545.0,Christine,Marczak
2751.0,57.0,1.0,94501.0,Brenda,Gautreau
1850.0,50.0,1.0,90630.0,Teresa,Hartmann
1890.0,56.0,4.0,93106.0,Josephine,Mcconnell
3799.0,55.0,3.0,93943.0,Ralph,Redman
3855.0,31.0,4.0,94720.0,Angelita,Hoover
1362.0,50.0,4.0,95039.0,William,Sauer
418.0,53.0,4.0,90073.0,Amy,Rockwell
3257.0,34.0,1.0,94305.0,Tina,Domino
1486.0,34.0,4.0,90245.0,Darrell,Villalobos
4152.0,44.0,3.0,95841.0,Matthew,Smith
611.0,52.0,3.0,94132.0,Walter,Mitchell
2179.0,37.0,2.0,93943.0,Timothy,Martir
3714.0,46.0,3.0,90064.0,Margaret,Llewellyn
4198.0,51.0,2.0,90840.0,Jacob,Albert
903.0,57.0,2.0,95054.0,Harvey,Henry
554.0,52.0,2.0,91330.0,Cristina,Starke
671.0,23.0,4.0,92374.0,Carl,Morel
2479.0,30.0,2.0,94063.0,Reba,Drake
4364.0,30.0,4.0,93711.0,Anne,Robinson
443.0,58.0,1.0,95136.0,Sarah,Wordsworth
2834.0,46.0,2.0,90009.0,Gayle,Kurth
150.0,48.0,3.0,93955.0,Donald,Lagrimas
437.0,61.0,3.0,92122.0,Kathleen,Mcneill
134.0,30.0,3.0,90245.0,Bill,Hastings
3992.0,64.0,1.0,94571.0,Linda,Hernandez
476.0,43.0,3.0,92008.0,Jodi,Sanchez
4180.0,29.0,1.0,94122.0,Jared,Williams
2892.0,59.0,1.0,90044.0,Michelle,Kocher
4511.0,64.0,3.0,93109.0,Bradley,Mcdaniel
3241.0,62.0,1.0,93407.0,John,Bouton
153.0,57.0,1.0,93117.0,David,Burton
4339.0,54.0,2.0,92121.0,Cecelia,Barreto
1157.0,49.0,4.0,94305.0,Retha,Hayne
3785.0,30.0,4.0,94611.0,Craig,Prince
843.0,34.0,3.0,92101.0,Theo,King
3975.0,46.0,1.0,94305.0,Louise,Mclemore
3880.0,28.0,3.0,95136.0,Rebecca,Vanduyne
1306.0,32.0,2.0,94025.0,Carey,Cross
2840.0,58.0,2.0,90034.0,Lois,Hansen
996.0,28.0,2.0,94305.0,Jimmie,Telleria
3330.0,35.0,1.0,94123.0,Lily,Diamond
2942.0,60.0,1.0,92606.0,Darlene,Sampson
2802.0,58.0,4.0,91016.0,Jamie,Lowry
4522.0,56.0,3.0,95123.0,Dorothy,Powers
2043.0,41.0,1.0,94102.0,Lisa,Adams
4082.0,60.0,1.0,92521.0,Mary,Baugh
3208.0,56.0,1.0,93407.0,David,Howell
4103.0,41.0,2.0,94305.0,Jennifer,Cook
2936.0,53.0,1.0,93023.0,Joyce,Eason
1240.0,51.0,2.0,90245.0,Emily,Licudine
3697.0,31.0,2.0,94309.0,Berry,Watkins
2789.0,45.0,1.0,96003.0,Grayce,Brightwell
4472.0,56.0,3.0,94588.0,Terrell,Creighton
2090.0,53.0,1.0,94304.0,Donna,Dattilo
1249.0,44.0,4.0,94305.0,Glenn,Boisvert
2611.0,40.0,2.0,94501.0,Guadalupe,Lackey
4237.0,37.0,2.0,91342.0,Von,Thomas
4258.0,43.0,3.0,95762.0,Christopher,Meres
2075.0,52.0,1.0,91942.0,Rochelle,Lynch
1102.0,42.0,3.0,90095.0,Ed,Horne
3531.0,54.0,4.0,90073.0,Tammy,Dawson
2122.0,41.0,4.0,92182.0,Bryan,Smith
1438.0,28.0,1.0,92007.0,Dawn,Brow
1594.0,63.0,3.0,91320.0,Beverly,Flores
1287.0,29.0,3.0,94010.0,Darnell,Rehling
90.0,25.0,4.0,94303.0,Todd,Seacat
170.0,27.0,4.0,90503.0,June,Dowling
2164.0,33.0,4.0,92161.0,Mary,Smith
1671.0,38.0,4.0,95135.0,Kelly,Duncan
2901.0,52.0,2.0,91320.0,Yvonne,Morris
1435.0,65.0,2.0,93106.0,Estelle,Engel
2631.0,63.0,4.0,94611.0,Nicholas,Gallegos
4480.0,32.0,2.0,93117.0,Carla,Eyre
3922.0,30.0,1.0,95812.0,Glenn,Kallman
4656.0,33.0,2.0,95054.0,Rochelle,Freund
394.0,53.0,4.0,90095.0,Karen,Garlock
3134.0,30.0,3.0,93711.0,Anthony,Benny
2337.0,34.0,2.0,93460.0,Louis,Burton
2660.0,60.0,3.0,91763.0,Heather,Lawrence
1597.0,45.0,4.0,92606.0,Jill,Menken
3610.0,29.0,1.0,94022.0,Tammy,Pipkins
3126.0,46.0,1.0,92521.0,Dora,Roberts
3578.0,39.0,3.0,91016.0,Mabel,Moore
1442.0,58.0,2.0,94720.0,Emerald,Hile
777.0,50.0,2.0,92121.0,Maple,Siu
675.0,49.0,3.0,95827.0,Donna,Jones
2590.0,64.0,1.0,90840.0,Ruth,Scroggins
4129.0,46.0,4.0,93555.0,Connie,Koenig
2700.0,37.0,3.0,90035.0,Beth,Preston
3162.0,28.0,1.0,94024.0,Peter,Kinsey
4504.0,45.0,3.0,92374.0,Gertie,Kaufman
561.0,43.0,1.0,93943.0,Jeffrey,Dube
2724.0,54.0,2.0,94558.0,Raymond,Smith
754.0,49.0,1.0,94720.0,Steven,King
269.0,64.0,1.0,94002.0,Eric,Lewis
353.0,52.0,4.0,92692.0,Larry,Detrolio
804.0,52.0,4.0,92661.0,Patricia,Simmons
552.0,59.0,1.0,93118.0,Jacob,Miller
740.0,49.0,2.0,91902.0,Norma,Mckinnon
3538.0,60.0,3.0,92093.0,Brad,Littrell
2078.0,34.0,4.0,94108.0,Curtis,Ryan
1356.0,61.0,1.0,91910.0,Devon,Vanauken
1798.0,35.0,1.0,91365.0,Lynn,Bullock
4182.0,47.0,1.0,90024.0,Charlene,Mellerson
4534.0,59.0,2.0,95762.0,Mae,Gomez
4304.0,45.0,2.0,94550.0,Lona,Strickland
4244.0,46.0,3.0,94550.0,Jamie,Jordan
3393.0,32.0,1.0,92612.0,Bobby,Dejulio
1288.0,42.0,4.0,94010.0,Sandy,Gardener
4714.0,25.0,2.0,93022.0,Karen,Haigh
683.0,58.0,1.0,90504.0,Barbara,Schmidt
4654.0,34.0,2.0,92780.0,Richard,Feazel
4929.0,57.0,1.0,90245.0,Forrest,Baker
2473.0,62.0,2.0,94720.0,Monica,Marshall
320.0,65.0,3.0,90034.0,Francisco,Morris
17.0,38.0,4.0,95010.0,Jacqueline,Miller
60.0,31.0,2.0,91320.0,Madeline,Mcduffie
183.0,24.0,1.0,95133.0,Sylvia,Thomas
161.0,29.0,4.0,95819.0,Travis,Batie
1150.0,56.0,1.0,91763.0,Evelyn,Graham
1715.0,51.0,2.0,94720.0,William,Bartlett
326.0,54.0,1.0,95039.0,James,Whitehead
1582.0,53.0,2.0,94105.0,James,Lewis
1142.0,32.0,3.0,91365.0,Katie,Gordo
260.0,56.0,1.0,94107.0,Michael,Bolenbaugh
1896.0,26.0,4.0,95003.0,Ricky,Ahlers
2594.0,48.0,4.0,96003.0,Samuel,Eubanks
3484.0,60.0,1.0,90066.0,Larry,Hotchkiss
4243.0,46.0,1.0,94720.0,April,Goldberg
2873.0,50.0,1.0,92630.0,Leslie,Morgan
811.0,32.0,2.0,92182.0,Samuel,Blanks
3395.0,25.0,4.0,90089.0,Rudolf,Kenan
553.0,28.0,4.0,90024.0,Zachary,Crane
755.0,38.0,2.0,95020.0,Heather,Sullivan
3943.0,42.0,1.0,90095.0,Joy,Dornier
4730.0,40.0,4.0,90049.0,Billy,Bowe
4281.0,42.0,2.0,95136.0,Chad,Walker
3974.0,61.0,1.0,90064.0,Aaron,Schock
3987.0,38.0,3.0,92152.0,Martin,Oelke
2990.0,42.0,1.0,93106.0,Keith,Mcdonald
1373.0,39.0,3.0,95616.0,Mary,Nelson
4693.0,59.0,3.0,92064.0,Anthony,Smith
2352.0,55.0,2.0,94611.0,Leo,Ayotte
4442.0,62.0,2.0,92709.0,Suellen,Kronenberg
1730.0,50.0,4.0,91320.0,Thomas,Reber
4257.0,41.0,2.0,91311.0,James,Rose
1060.0,28.0,1.0,91203.0,Kevin,Walker
590.0,31.0,1.0,92821.0,George,Brison
4124.0,50.0,4.0,93460.0,Martha,Lipphardt
2181.0,58.0,2.0,91380.0,Anthony,Steen
1617.0,48.0,4.0,94402.0,Xavier,Reams
3556.0,35.0,1.0,91107.0,William,Madden
1808.0,46.0,2.0,90036.0,Lincoln,Dotson
2262.0,30.0,4.0,94305.0,Ella,Cooper
121.0,54.0,2.0,90057.0,Michael,Tammaro
2411.0,29.0,2.0,92630.0,Mary,Mabry
1898.0,54.0,1.0,93065.0,Clayton,Williams
4199.0,61.0,4.0,96003.0,Gregory,Walter
2972.0,52.0,3.0,91380.0,Jennifer,Barnes
1539.0,55.0,4.0,95820.0,Brenda,Miller
2953.0,33.0,1.0,94065.0,Diane,Harris
617.0,40.0,2.0,94025.0,Vicenta,Morton
2221.0,65.0,1.0,94105.0,Charles,Roberts
1186.0,43.0,3.0,94025.0,Maggie,Wright
4343.0,32.0,3.0,93611.0,Ryan,Perez
1522.0,33.0,2.0,92354.0,Jean,Albers
4516.0,29.0,4.0,94305.0,Walter,Stone
4878.0,53.0,4.0,92648.0,Pauline,Edison
2959.0,66.0,3.0,92612.0,Clara,Nieves
1964.0,62.0,2.0,94539.0,William,James
1790.0,44.0,4.0,91330.0,Lisa,Porter
4368.0,40.0,2.0,90250.0,Kevin,Long
4674.0,50.0,2.0,95503.0,Robert,Williams
1374.0,60.0,3.0,92612.0,Charles,Johnson
3271.0,50.0,4.0,94609.0,Lloyd,Knapp
1955.0,44.0,4.0,90245.0,Betty,Rollag
1312.0,37.0,2.0,90044.0,Jennifer,Bonds
525.0,24.0,4.0,93014.0,Jennie,Williams
3614.0,35.0,1.0,92672.0,Veronica,Chavez
4632.0,32.0,4.0,90095.0,Mary,Pinkney
4060.0,53.0,4.0,91330.0,Susie,Ebersole
